"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-06-15","5.1",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","21.9","H,,S","28.9",",,W","16.1",",,W","  220",",,W","  200",",,W","9.8",",,W","12.1",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-06-16","4.8",",,W","0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400","24.8","H,,S","30.6",",,W","20.0",",,W","  210",",,W","  220",",,W","8.9",",,W","12.5",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-06-17","2.6",",,W","25.1",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","27.4","H,,S","32.8",",,W","23.3",",,W","  310",",,W","  300",",,W","9.4",",,W","13.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-06-18","2.9",",,W","29.5",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","25.2","H,,S","31.1",",,W","22.2",",,W","  260",",,W","  250",",,W","11.2",",,W","14.8",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-06-19","3.6",",,W","0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400","24.8","H,,S","30.6",",,W","22.2",",,W","  160",",,W","  160",",,W","6.7",",,W","8.9",",,W",,,,,"    1",",,W",,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-06-20","4.9",",,W","2.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","27.7","H,,S","33.3",",,W","22.8",",,W","  230",",,W","  240",",,W","10.7",",,W","12.5",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-06-21","6.2",",,W","0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400","25.1","H,,S","29.4",",,W","21.7",",,W","  320",",,W","  330",",,W","13.0",",,W","20.6",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-06-22","4.1",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","24.2","H,,S","28.3",",,W","18.9",",,W","  320",",,W","  320",",,W","8.1",",,W","10.7",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-06-23","3.0",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","24.0","H,,S","28.9",",,W","17.2",",,W","  230",",,W","  190",",,W","6.7",",,W","9.4",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-06-24","3.2",",,W","0.5",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","25.3","H,,S","31.1",",,W","21.1",",,W","  170",",,W","  220",",,W","5.8",",,W","6.7",",,W",,,,,"    1",",,W",,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-06-25","3.9",",,W","4.8",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","26.7","H,,S","32.2",",,W","23.3",",,W","  320",",,W","  300",",,W","8.9",",,W","11.6",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-06-26","4.0",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","28.2","H,,S","32.8",",,W","22.2",",,W","  340",",,W","  340",",,W","8.1",",,W","11.2",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-06-27","2.6",",,W","0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400","28.7","H,,S","33.3",",,W","23.3",",,W","  240",",,W","  250",",,W","10.3",",,W","13.0",",,W",,,,,"    1",",,W",,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-06-28","2.5",",,W","0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400","27.3","H,,S","35.0",",,W","22.2",",,W","  110",",,W","  110",",,W","10.7",",,W","13.0",",,W",,,,,"    1",",,W",,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-06-29","3.5",",,W","1.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","28.1","H,,S","35.6",",,W","22.2",",,W","  330",",,W","  330",",,W","10.7",",,W","13.9",",,W",,,,,"    1",",,W",,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-06-30","6.1",",,W","0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400","27.9","H,,S","33.3",",,W","22.8",",,W","  320",",,W","  330",",,W","11.2",",,W","14.3",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-07-01","3.0",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","26.4","H,,S","31.1",",,W","20.6",",,W","  330",",,W","  290",",,W","6.7",",,W","9.4",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-07-02","3.3",",,W","10.7",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","27.2","H,,S","34.4",",,W","21.1",",,W","  290",",,W","  300",",,W","12.5",",,W","14.8",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-07-03","3.1",",,W","0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400","27.6","H,,S","33.9",",,W","22.8",",,W","  330",",,W","  340",",,W","8.1",",,W","10.3",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-07-04","2.6",",,W","5.8",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","28.3","H,,S","32.8",",,W","24.4",",,W","  120",",,W","  120",",,W","8.9",",,W","10.7",",,W","    1",",,W",,,"    1",",,W",,,,,,,"    1",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-07-05","2.9",",,W","0.3",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","27.5","H,,S","32.2",",,W","25.0",",,W","  180",",,W","  180",",,W","6.3",",,W","7.6",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-07-06","3.4",",,W","18.3",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","28.7","H,,S","33.3",",,W","23.3",",,W","  330",",,W","  310",",,W","17.4",",,W","21.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-07-07","2.4",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","26.6","H,,S","31.7",",,W","23.9",",,W","  130",",,W","  120",",,W","5.8",",,W","7.2",",,W",,,,,"    1",",,W",,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-07-08","4.6",",,W","87.4",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","25.3","H,,S","26.7",",,W","21.7",",,W","   40",",,W","   50",",,W","11.6",",,W","13.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-07-09","2.4",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","24.7","H,,S","30.0",",,W","19.4",",,W","  180",",,W","  170",",,W","4.5",",,W","5.8",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-07-10","3.8",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","26.1","H,,S","30.6",",,W","21.7",",,W","  170",",,W","  150",",,W","6.3",",,W","8.1",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-07-11","4.0",",,W","22.4",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","26.7","H,,S","32.8",",,W","22.2",",,W","  250",",,W","  290",",,W","11.2",",,W","14.8",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-07-12","3.5",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","26.3","H,,S","32.2",",,W","22.2",",,W","  350",",,W","  280",",,W","7.2",",,W","12.5",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-07-13","3.0",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","27.9","H,,S","32.8",",,W","22.8",",,W","  260",",,W","  270",",,W","6.3",",,W","8.1",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-07-14","3.4",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","29.5","H,,S","34.4",",,W","23.9",",,W","  340",",,W","  340",",,W","7.6",",,W","11.2",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-07-15","3.0",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","28.2","H,,S","32.2",",,W","22.2",",,W","  360",",,W","  350",",,W","6.3",",,W","8.1",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-07-16","3.1",",,W","0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400","28.7","H,,S","33.9",",,W","23.9",",,W","  190",",,W","  190",",,W","7.6",",,W","10.3",",,W",,,,,"    1",",,W",,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-07-17","4.0",",,W","7.4",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","29.7","H,,S","35.0",",,W","23.3",",,W","  230",",,W","  230",",,W","17.0",",,W","22.8",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-07-18","2.9",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","28.5","H,,S","33.9",",,W","25.6",",,W","  320",",,W","  310",",,W","6.7",",,W","8.9",",,W",,,,,"    1",",,W",,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-07-19","3.3",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","30.8","H,,S","35.6",",,W","26.1",",,W","  220",",,W","  220",",,W","7.2",",,W","8.9",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-07-20","3.5",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","31.8","H,,S","36.1",",,W","27.2",",,W","  330",",,W","  340",",,W","8.9",",,W","12.5",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-07-21","3.5",",,W","0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400","32.7","H,,S","37.2",",,W","26.7",",,W","  230",",,W","  230",",,W","10.7",",,W","13.4",",,W",,,,,"    1",",,W",,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-07-22","3.9",",,W","0.8",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","28.9","H,,S","35.6",",,W","24.4",",,W","  210",",,W","  210",",,W","10.7",",,W","13.9",",,W",,,,,"    1",",,W",,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-07-23","3.3",",,W","2.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","23.6","H,,S","25.0",",,W","21.1",",,W","  260",",,W","  270",",,W","9.4",",,W","11.2",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-07-24","3.4",",,W","9.4",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","24.3","H,,S","30.6",",,W","20.6",",,W","  120",",,W","  120",",,W","9.8",",,W","11.6",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-07-25","2.4",",,W","0.3",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","24.2","H,,S","31.1",",,W","18.3",",,W","  340",",,W","  320",",,W","5.4",",,W","6.7",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-07-26","1.7",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","26.2","H,,S","32.2",",,W","20.6",",,W","  120",",,W","  120",",,W","4.5",",,W","5.4",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-07-27","3.3",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","26.5","H,,S","31.7",",,W","21.7",",,W","  190",",,W","  200",",,W","6.3",",,W","8.1",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-07-28","2.9",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","27.8","H,,S","33.3",",,W","22.8",",,W","  220",",,W","  200",",,W","6.7",",,W","8.5",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-07-29","3.2",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","28.8","H,,S","34.4",",,W","23.9",",,W","  170",",,W","  170",",,W","6.7",",,W","8.1",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-07-30","4.5",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","29.4","H,,S","35.0",",,W","24.4",",,W","  170",",,W","  160",",,W","7.2",",,W","8.5",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-07-31","2.9",",,W","0.3",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","27.6","H,,S","32.2",",,W","23.3",",,W","  340",",,W","  340",",,W","6.7",",,W","8.1",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-08-01","2.2",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","26.7","H,,S","32.8",",,W","21.7",",,W","  140",",,W","  140",",,W","9.4",",,W","10.7",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-08-02","3.1",",,W","0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400","26.1","H,,S","30.6",",,W","22.2",",,W","  170",",,W","  160",",,W","6.7",",,W","8.5",",,W",,,,,"    1",",,W",,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-08-03","2.7",",,W","0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400","27.0","H,,S","32.8",",,W","23.3",",,W","  110",",,W","  100",",,W","8.1",",,W","9.8",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-08-04","2.9",",,W","0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400","28.6","H,,S","33.3",",,W","24.4",",,W","  360",",,W","  350",",,W","6.7",",,W","8.5",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-08-05","2.5",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","27.3","H,,S","31.7",",,W","22.8",",,W","  140",",,W","  140",",,W","11.6",",,W","14.3",",,W",,,,,"    1",",,W",,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-08-06","3.6",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","27.1","H,,S","33.3",",,W","22.2",",,W","   50",",,W","   50",",,W","8.1",",,W","9.4",",,W",,,,,"    1",",,W",,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-08-07","4.1",",,W","22.9",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","27.4","H,,S","34.4",",,W","22.2",",,W","  320",",,W","  330",",,W","13.4",",,W","19.2",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-08-08","3.5",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","26.8","H,,S","33.3",",,W","22.2",",,W","  270",",,W","  290",",,W","7.6",",,W","9.8",",,W",,,,,"    1",",,W",,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-08-09","4.3",",,W","0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400","28.9","H,,S","33.9",",,W","23.9",",,W","  320",",,W","  330",",,W","8.9",",,W","10.7",",,W",,,,,"    1",",,W",,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-08-10","3.5",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","25.4","H,,S","29.4",",,W","18.9",",,W","  310",",,W","  320",",,W","8.1",",,W","10.7",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-08-11","3.1",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","25.4","H,,S","30.0",",,W","20.0",",,W","  330",",,W","  350",",,W","6.7",",,W","10.7",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-08-12","3.7",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","26.3","H,,S","33.3",",,W","21.1",",,W","  180",",,W","  170",",,W","8.1",",,W","10.7",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-08-13","3.4",",,W","3.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","27.2","H,,S","29.4",",,W","25.0",",,W","  190",",,W","  200",",,W","7.2",",,W","8.9",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-08-14","2.9",",,W","0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400","27.9","H,,S","32.2",",,W","24.4",",,W","  360",",,W","  360",",,W","8.1",",,W","10.7",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-08-15","3.1",",,W","5.1",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","26.7","H,,S","31.1",",,W","24.4",",,W","  140",",,W","  130",",,W","8.1",",,W","9.8",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-08-16","2.0",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","26.6","H,,S","31.7",",,W","23.3",",,W","  170",",,W","  160",",,W","5.8",",,W","6.7",",,W",,,,,"    1",",,W",,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-08-17","2.2",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","28.2","H,,S","33.3",",,W","24.4",",,W","  130",",,W","  140",",,W","7.2",",,W","8.5",",,W",,,,,"    1",",,W",,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-08-18","3.0",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","28.8","H,,S","35.6",",,W","24.4",",,W","  340",",,W","  130",",,W","8.9",",,W","10.7",",,W",,,,,"    1",",,W",,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-08-19","2.6",",,W","0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400","29.9","H,,S","36.7",",,W","25.6",",,W","  330",",,W","  330",",,W","8.9",",,W","10.7",",,W",,,,,"    1",",,W",,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-08-20","3.2",",,W","9.1",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","29.3","H,,S","35.6",",,W","23.3",",,W","   30",",,W","   40",",,W","13.9",",,W","17.9",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-08-21","4.1",",,W","0.3",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","26.7","H,,S","33.9",",,W","22.2",",,W","   60",",,W","   60",",,W","8.9",",,W","9.8",",,W",,,,,"    1",",,W",,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-08-22","3.5",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","28.7","H,,S","35.0",",,W","24.4",",,W","  210",",,W","  190",",,W","7.6",",,W","10.7",",,W",,,,,"    1",",,W",,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-08-23","4.4",",,W","9.7",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","24.2","H,,S","26.1",",,W","20.0",",,W","  350",",,W","  350",",,W","7.6",",,W","9.4",",,W","    1",",,W",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-08-24","3.7",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","21.8","H,,S","27.2",",,W","17.8",",,W","   40",",,W","   30",",,W","6.7",",,W","8.9",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-08-25","4.6",",,W","0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400","22.3","H,,S","26.7",",,W","18.3",",,W","   50",",,W","   40",",,W","9.4",",,W","11.2",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-08-26","4.3",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","21.1","H,,S","24.4",",,W","17.8",",,W","   60",",,W","   70",",,W","7.2",",,W","10.3",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-08-27","2.4",",,W","0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400","22.1","H,,S","26.7",",,W","18.9",",,W","  110",",,W","  110",",,W","5.4",",,W","5.8",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-08-28","2.3",",,W","0.5",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","23.7","H,,S","28.9",",,W","20.0",",,W","  310",",,W","  320",",,W","10.3",",,W","14.3",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-08-29","3.7",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","24.4","H,,S","30.0",",,W","19.4",",,W","  320",",,W","  320",",,W","8.9",",,W","10.7",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-08-30","3.1",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","24.7","H,,S","31.7",",,W","18.3",",,W","  170",",,W","  180",",,W","8.1",",,W","9.8",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-08-31","3.4",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","26.6","H,,S","32.8",",,W","21.1",",,W","   50",",,W","   50",",,W","6.7",",,W","8.1",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-09-01","3.6",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","25.3","H,,S","28.3",",,W","21.7",",,W","  100",",,W","  110",",,W","6.3",",,W","8.1",",,W",,,,,,,,,,,,,,
