instant,date,season,year,month,hour,is_holiday,weekday,is_workday,weather,temperature,felt_temperature,humidity,windspeed,casual_users,registered_users,users_total,is_weekend,temperature_actual,felt_temperature_actual,humidity_actual,windspeed_actual
2532,2011-04-20,spring,2011,April,9,False,Wednesday,True,A,0.66,0.6212,0.61,0.2836,27,170,197,False,22.693877551020414,21.196399999999997,61.0,35.1902224
2533,2011-04-20,spring,2011,April,10,False,Wednesday,True,A,0.62,0.6061,0.69,0.0896,45,86,131,False,20.775510204081634,20.4867,69.0,11.1179264
2534,2011-04-20,spring,2011,April,11,False,Wednesday,True,A,0.62,0.6061,0.69,0.0896,31,87,118,False,20.775510204081634,20.4867,69.0,11.1179264
2535,2011-04-20,spring,2011,April,12,False,Wednesday,True,A,0.7,0.6515,0.48,0.3881,28,117,145,False,24.61224489795918,22.6205,48.0,48.1570004
2536,2011-04-20,spring,2011,April,13,False,Wednesday,True,A,0.7,0.6515,0.48,0.3881,42,135,177,False,24.61224489795918,22.6205,48.0,48.1570004
2537,2011-04-20,spring,2011,April,14,False,Wednesday,True,A,0.74,0.6515,0.4,0.4627,33,115,148,False,26.53061224489796,22.6205,40.0,57.41366680000001
2538,2011-04-20,spring,2011,April,15,False,Wednesday,True,B,0.76,0.6667,0.35,0.3582,32,113,145,False,27.48979591836735,23.334899999999998,35.0,44.4468888
2539,2011-04-20,spring,2011,April,16,False,Wednesday,True,B,0.76,0.6667,0.35,0.3582,54,201,255,False,27.48979591836735,23.334899999999998,35.0,44.4468888
2540,2011-04-20,spring,2011,April,17,False,Wednesday,True,B,0.74,0.6515,0.37,0.4179,34,398,432,False,26.53061224489796,22.6205,37.0,51.8547036
2541,2011-04-20,spring,2011,April,18,False,Wednesday,True,A,0.74,0.6515,0.3,0.3582,56,385,441,False,26.53061224489796,22.6205,30.0,44.4468888
2542,2011-04-20,spring,2011,April,19,False,Wednesday,True,A,0.7,0.6364,0.32,0.2537,74,309,383,False,24.61224489795918,21.9108,32.0,31.4801108
2543,2011-04-20,spring,2011,April,20,False,Wednesday,True,A,0.68,0.6212,0.32,0.1045,31,194,225,False,23.653061224489797,21.196399999999997,32.0,12.966778000000001
2544,2011-04-20,spring,2011,April,21,False,Wednesday,True,A,0.66,0.6212,0.36,0.2836,38,134,172,False,22.693877551020414,21.196399999999997,36.0,35.1902224
2545,2011-04-20,spring,2011,April,22,False,Wednesday,True,A,0.62,0.6212,0.41,0.2537,12,105,117,False,20.775510204081634,21.196399999999997,41.0,31.4801108
2546,2011-04-20,spring,2011,April,23,False,Wednesday,True,A,0.6,0.6212,0.4,0.3284,14,79,93,False,19.816326530612244,21.196399999999997,40.0,40.749185600000004
2547,2011-04-21,spring,2011,April,0,False,Thursday,True,A,0.56,0.5303,0.43,0.3582,11,33,44,False,17.89795918367347,16.9241,43.0,44.4468888
2548,2011-04-21,spring,2011,April,1,False,Thursday,True,A,0.52,0.5,0.45,0.2239,6,20,26,False,15.979591836734697,15.5,45.0,27.7824076
2549,2011-04-21,spring,2011,April,2,False,Thursday,True,A,0.5,0.4848,0.42,0.3881,3,10,13,False,15.020408163265307,14.785599999999999,42.0,48.1570004
2550,2011-04-21,spring,2011,April,3,False,Thursday,True,B,0.46,0.4545,0.51,0.4627,4,3,7,False,13.10204081632653,13.3615,51.0,57.41366680000001
2551,2011-04-21,spring,2011,April,4,False,Thursday,True,B,0.44,0.4394,0.54,0.4478,2,4,6,False,12.142857142857144,12.651800000000001,54.0,55.5648152
2552,2011-04-21,spring,2011,April,5,False,Thursday,True,B,0.42,0.4242,0.54,0.5522,0,14,14,False,11.183673469387754,11.9374,54.0,68.5191848
2553,2011-04-21,spring,2011,April,6,False,Thursday,True,B,0.4,0.4091,0.58,0.5821,2,73,75,False,10.224489795918368,11.227700000000002,57.99999999999999,72.2292964
2554,2011-04-21,spring,2011,April,7,False,Thursday,True,B,0.42,0.4242,0.47,0.4627,15,183,198,False,11.183673469387754,11.9374,47.0,57.41366680000001
2555,2011-04-21,spring,2011,April,8,False,Thursday,True,B,0.4,0.4091,0.5,0.4925,19,346,365,False,10.224489795918368,11.227700000000002,50.0,61.11137000000001
2556,2011-04-21,spring,2011,April,9,False,Thursday,True,B,0.42,0.4242,0.47,0.2836,18,178,196,False,11.183673469387754,11.9374,47.0,35.1902224
2557,2011-04-21,spring,2011,April,10,False,Thursday,True,A,0.42,0.4242,0.44,0.3582,25,73,98,False,11.183673469387754,11.9374,44.0,44.4468888
2558,2011-04-21,spring,2011,April,11,False,Thursday,True,A,0.44,0.4394,0.41,0.2836,34,99,133,False,12.142857142857144,12.651800000000001,41.0,35.1902224
2559,2011-04-21,spring,2011,April,12,False,Thursday,True,A,0.46,0.4545,0.38,0.1642,49,150,199,False,13.10204081632653,13.3615,38.0,20.374592800000002
2560,2011-04-21,spring,2011,April,13,False,Thursday,True,A,0.48,0.4697,0.33,0.3284,55,122,177,False,14.061224489795917,14.0759,33.0,40.749185600000004
2561,2011-04-21,spring,2011,April,14,False,Thursday,True,A,0.5,0.4848,0.34,0.3881,68,160,228,False,15.020408163265307,14.785599999999999,34.0,48.1570004
2562,2011-04-21,spring,2011,April,15,False,Thursday,True,A,0.52,0.5,0.29,0.4179,69,166,235,False,15.979591836734697,15.5,28.999999999999996,51.8547036
2563,2011-04-21,spring,2011,April,16,False,Thursday,True,A,0.52,0.5,0.27,0.3582,66,228,294,False,15.979591836734697,15.5,27.0,44.4468888
2564,2011-04-21,spring,2011,April,17,False,Thursday,True,A,0.5,0.4848,0.29,0.1642,79,402,481,False,15.020408163265307,14.785599999999999,28.999999999999996,20.374592800000002
2565,2011-04-21,spring,2011,April,18,False,Thursday,True,A,0.5,0.4848,0.25,0.2836,71,381,452,False,15.020408163265307,14.785599999999999,25.0,35.1902224
2566,2011-04-21,spring,2011,April,19,False,Thursday,True,A,0.46,0.4545,0.28,0.2836,52,272,324,False,13.10204081632653,13.3615,28.000000000000004,35.1902224
2567,2011-04-21,spring,2011,April,20,False,Thursday,True,A,0.44,0.4394,0.3,0.1343,28,176,204,False,12.142857142857144,12.651800000000001,30.0,16.6644812
2568,2011-04-21,spring,2011,April,21,False,Thursday,True,A,0.42,0.4242,0.47,0.19399999999999998,25,159,184,False,11.183673469387754,11.9374,47.0,24.072296
2569,2011-04-21,spring,2011,April,22,False,Thursday,True,A,0.42,0.4242,0.38,0.0896,31,106,137,False,11.183673469387754,11.9374,38.0,11.1179264
2570,2011-04-21,spring,2011,April,23,False,Thursday,True,A,0.4,0.4091,0.43,0.1045,13,86,99,False,10.224489795918368,11.227700000000002,43.0,12.966778000000001
2571,2011-04-22,spring,2011,April,0,False,Friday,True,A,0.36,0.3485,0.62,0.19399999999999998,3,30,33,False,8.306122448979592,8.3795,62.0,24.072296
2572,2011-04-22,spring,2011,April,1,False,Friday,True,A,0.36,0.3333,0.53,0.2537,2,22,24,False,8.306122448979592,7.665099999999999,53.0,31.4801108
2573,2011-04-22,spring,2011,April,2,False,Friday,True,A,0.36,0.3333,0.53,0.2985,2,7,9,False,8.306122448979592,7.665099999999999,53.0,37.039074
2574,2011-04-22,spring,2011,April,3,False,Friday,True,A,0.36,0.3333,0.53,0.2985,0,2,2,False,8.306122448979592,7.665099999999999,53.0,37.039074
2575,2011-04-22,spring,2011,April,4,False,Friday,True,A,0.34,0.3182,0.53,0.2836,1,2,3,False,7.346938775510205,6.955399999999999,53.0,35.1902224
2576,2011-04-22,spring,2011,April,5,False,Friday,True,A,0.34,0.3182,0.53,0.2239,0,16,16,False,7.346938775510205,6.955399999999999,53.0,27.7824076
2577,2011-04-22,spring,2011,April,6,False,Friday,True,A,0.34,0.3182,0.53,0.2836,2,47,49,False,7.346938775510205,6.955399999999999,53.0,35.1902224
2578,2011-04-22,spring,2011,April,7,False,Friday,True,B,0.34,0.3182,0.53,0.2836,5,175,180,False,7.346938775510205,6.955399999999999,53.0,35.1902224
2579,2011-04-22,spring,2011,April,8,False,Friday,True,B,0.34,0.3182,0.53,0.2537,15,331,346,False,7.346938775510205,6.955399999999999,53.0,31.4801108
2580,2011-04-22,spring,2011,April,9,False,Friday,True,C,0.34,0.303,0.61,0.2985,17,178,195,False,7.346938775510205,6.241,61.0,37.039074
2581,2011-04-22,spring,2011,April,10,False,Friday,True,B,0.36,0.3485,0.62,0.19399999999999998,32,104,136,False,8.306122448979592,8.3795,62.0,24.072296
2582,2011-04-22,spring,2011,April,11,False,Friday,True,C,0.34,0.3333,0.66,0.19399999999999998,23,83,106,False,7.346938775510205,7.665099999999999,66.0,24.072296
2583,2011-04-22,spring,2011,April,12,False,Friday,True,C,0.34,0.3333,0.76,0.1343,19,61,80,False,7.346938775510205,7.665099999999999,76.0,16.6644812
2584,2011-04-22,spring,2011,April,13,False,Friday,True,C,0.34,0.3333,0.87,0.19399999999999998,3,37,40,False,7.346938775510205,7.665099999999999,87.0,24.072296
2585,2011-04-22,spring,2011,April,14,False,Friday,True,C,0.34,0.3182,0.87,0.2537,3,33,36,False,7.346938775510205,6.955399999999999,87.0,31.4801108
2586,2011-04-22,spring,2011,April,15,False,Friday,True,C,0.34,0.3333,0.87,0.19399999999999998,13,62,75,False,7.346938775510205,7.665099999999999,87.0,24.072296
2587,2011-04-22,spring,2011,April,16,False,Friday,True,C,0.34,0.3333,0.87,0.1343,4,58,62,False,7.346938775510205,7.665099999999999,87.0,16.6644812
2588,2011-04-22,spring,2011,April,17,False,Friday,True,C,0.32,0.303,0.93,0.2239,6,63,69,False,6.387755102040817,6.241,93.0,27.7824076
2589,2011-04-22,spring,2011,April,18,False,Friday,True,C,0.32,0.303,0.93,0.2239,4,47,51,False,6.387755102040817,6.241,93.0,27.7824076
2590,2011-04-22,spring,2011,April,19,False,Friday,True,C,0.32,0.303,0.93,0.2239,7,48,55,False,6.387755102040817,6.241,93.0,27.7824076
2591,2011-04-22,spring,2011,April,20,False,Friday,True,C,0.32,0.303,0.87,0.2239,8,39,47,False,6.387755102040817,6.241,87.0,27.7824076
2592,2011-04-22,spring,2011,April,21,False,Friday,True,C,0.3,0.303,0.93,0.1642,5,23,28,False,5.428571428571429,6.241,93.0,20.374592800000002
2593,2011-04-22,spring,2011,April,22,False,Friday,True,C,0.3,0.303,1.0,0.1343,3,21,24,False,5.428571428571429,6.241,100.0,16.6644812
2594,2011-04-22,spring,2011,April,23,False,Friday,True,C,0.32,0.3333,0.93,0.1045,0,17,17,False,6.387755102040817,7.665099999999999,93.0,12.966778000000001
2595,2011-04-23,spring,2011,April,0,False,Saturday,False,B,0.32,0.3182,1.0,0.19399999999999998,0,18,18,True,6.387755102040817,6.955399999999999,100.0,24.072296
2596,2011-04-23,spring,2011,April,1,False,Saturday,False,B,0.32,0.3182,1.0,0.19399999999999998,5,11,16,True,6.387755102040817,6.955399999999999,100.0,24.072296
2597,2011-04-23,spring,2011,April,2,False,Saturday,False,C,0.32,0.3333,1.0,0.1343,3,14,17,True,6.387755102040817,7.665099999999999,100.0,16.6644812
2598,2011-04-23,spring,2011,April,3,False,Saturday,False,C,0.32,0.3333,1.0,0.0896,0,4,4,True,6.387755102040817,7.665099999999999,100.0,11.1179264
2599,2011-04-23,spring,2011,April,4,False,Saturday,False,C,0.34,0.3636,1.0,0.0,2,3,5,True,7.346938775510205,9.089199999999998,100.0,0.0
2600,2011-04-23,spring,2011,April,5,False,Saturday,False,C,0.34,0.3636,1.0,0.0,1,6,7,True,7.346938775510205,9.089199999999998,100.0,0.0
2601,2011-04-23,spring,2011,April,6,False,Saturday,False,B,0.34,0.3333,1.0,0.1642,0,11,11,True,7.346938775510205,7.665099999999999,100.0,20.374592800000002
2602,2011-04-23,spring,2011,April,7,False,Saturday,False,C,0.34,0.3333,1.0,0.1642,2,17,19,True,7.346938775510205,7.665099999999999,100.0,20.374592800000002
2603,2011-04-23,spring,2011,April,8,False,Saturday,False,B,0.36,0.3333,1.0,0.2537,15,32,47,True,8.306122448979592,7.665099999999999,100.0,31.4801108
2604,2011-04-23,spring,2011,April,9,False,Saturday,False,B,0.38,0.3939,0.94,0.2985,13,55,68,True,9.265306122448981,10.513299999999997,94.0,37.039074
2605,2011-04-23,spring,2011,April,10,False,Saturday,False,B,0.42,0.4242,0.88,0.2239,36,93,129,True,11.183673469387754,11.9374,88.0,27.7824076
2606,2011-04-23,spring,2011,April,11,False,Saturday,False,B,0.46,0.4545,0.88,0.2239,68,164,232,True,13.10204081632653,13.3615,88.0,27.7824076
2607,2011-04-23,spring,2011,April,12,False,Saturday,False,A,0.52,0.5,0.83,0.4179,94,197,291,True,15.979591836734697,15.5,83.0,51.8547036
2608,2011-04-23,spring,2011,April,13,False,Saturday,False,A,0.52,0.5,0.83,0.3881,126,186,312,True,15.979591836734697,15.5,83.0,48.1570004
2609,2011-04-23,spring,2011,April,14,False,Saturday,False,A,0.58,0.5455,0.78,0.3582,182,209,391,True,18.857142857142854,17.6385,78.0,44.4468888
2610,2011-04-23,spring,2011,April,15,False,Saturday,False,A,0.6,0.5909,0.73,0.3881,171,226,397,True,19.816326530612244,19.772299999999998,73.0,48.1570004
2611,2011-04-23,spring,2011,April,16,False,Saturday,False,A,0.6,0.5909,0.73,0.2836,180,246,426,True,19.816326530612244,19.772299999999998,73.0,35.1902224
2612,2011-04-23,spring,2011,April,17,False,Saturday,False,A,0.6,0.5909,0.73,0.3284,168,215,383,True,19.816326530612244,19.772299999999998,73.0,40.749185600000004
2613,2011-04-23,spring,2011,April,18,False,Saturday,False,A,0.58,0.5455,0.78,0.19399999999999998,149,227,376,True,18.857142857142854,17.6385,78.0,24.072296
2614,2011-04-23,spring,2011,April,19,False,Saturday,False,A,0.56,0.5303,0.83,0.2836,84,199,283,True,17.89795918367347,16.9241,83.0,35.1902224
2615,2011-04-23,spring,2011,April,20,False,Saturday,False,B,0.54,0.5152,0.88,0.2537,45,138,183,True,16.93877551020408,16.2144,88.0,31.4801108
2616,2011-04-23,spring,2011,April,21,False,Saturday,False,B,0.56,0.5303,0.83,0.2836,32,103,135,True,17.89795918367347,16.9241,83.0,35.1902224
2617,2011-04-23,spring,2011,April,22,False,Saturday,False,B,0.58,0.5455,0.78,0.2537,55,114,169,True,18.857142857142854,17.6385,78.0,31.4801108
2618,2011-04-23,spring,2011,April,23,False,Saturday,False,B,0.54,0.5152,0.88,0.1642,31,86,117,True,16.93877551020408,16.2144,88.0,20.374592800000002
2619,2011-04-24,spring,2011,April,0,False,Sunday,False,A,0.52,0.5,0.83,0.2239,30,66,96,True,15.979591836734697,15.5,83.0,27.7824076
2620,2011-04-24,spring,2011,April,1,False,Sunday,False,A,0.5,0.4848,0.88,0.19399999999999998,14,40,54,True,15.020408163265307,14.785599999999999,88.0,24.072296
2621,2011-04-24,spring,2011,April,2,False,Sunday,False,A,0.5,0.4848,0.88,0.19399999999999998,27,45,72,True,15.020408163265307,14.785599999999999,88.0,24.072296
2622,2011-04-24,spring,2011,April,3,False,Sunday,False,A,0.5,0.4848,0.94,0.0896,4,20,24,True,15.020408163265307,14.785599999999999,94.0,11.1179264
2623,2011-04-24,spring,2011,April,4,False,Sunday,False,A,0.5,0.4848,0.94,0.0896,0,5,5,True,15.020408163265307,14.785599999999999,94.0,11.1179264
2624,2011-04-24,spring,2011,April,5,False,Sunday,False,A,0.5,0.4848,0.94,0.0896,5,7,12,True,15.020408163265307,14.785599999999999,94.0,11.1179264
2625,2011-04-24,spring,2011,April,6,False,Sunday,False,B,0.5,0.4848,1.0,0.0,10,3,13,True,15.020408163265307,14.785599999999999,100.0,0.0
2626,2011-04-24,spring,2011,April,7,False,Sunday,False,B,0.5,0.4848,1.0,0.0,16,11,27,True,15.020408163265307,14.785599999999999,100.0,0.0
2627,2011-04-24,spring,2011,April,8,False,Sunday,False,A,0.52,0.5,0.94,0.2239,38,42,80,True,15.979591836734697,15.5,94.0,27.7824076
2628,2011-04-24,spring,2011,April,9,False,Sunday,False,A,0.56,0.5303,0.88,0.2537,73,104,177,True,17.89795918367347,16.9241,88.0,31.4801108
2629,2011-04-24,spring,2011,April,10,False,Sunday,False,A,0.6,0.5758,0.78,0.1642,118,171,289,True,19.816326530612244,19.0626,78.0,20.374592800000002
2630,2011-04-24,spring,2011,April,11,False,Sunday,False,A,0.66,0.6212,0.65,0.1343,124,193,317,True,22.693877551020414,21.196399999999997,65.0,16.6644812
2631,2011-04-24,spring,2011,April,12,False,Sunday,False,A,0.68,0.6364,0.65,0.2537,168,220,388,True,23.653061224489797,21.9108,65.0,31.4801108
2632,2011-04-24,spring,2011,April,13,False,Sunday,False,A,0.7,0.6515,0.58,0.2836,205,236,441,True,24.61224489795918,22.6205,57.99999999999999,35.1902224
2633,2011-04-24,spring,2011,April,14,False,Sunday,False,A,0.7,0.6515,0.54,0.3284,197,223,420,True,24.61224489795918,22.6205,54.0,40.749185600000004
2634,2011-04-24,spring,2011,April,15,False,Sunday,False,A,0.66,0.6212,0.61,0.2537,167,202,369,True,22.693877551020414,21.196399999999997,61.0,31.4801108
2635,2011-04-24,spring,2011,April,16,False,Sunday,False,A,0.74,0.6667,0.48,0.3881,162,197,359,True,26.53061224489796,23.334899999999998,48.0,48.1570004
2636,2011-04-24,spring,2011,April,17,False,Sunday,False,A,0.66,0.6212,0.65,0.2985,142,189,331,True,22.693877551020414,21.196399999999997,65.0,37.039074
2637,2011-04-24,spring,2011,April,18,False,Sunday,False,A,0.64,0.6061,0.69,0.1642,96,174,270,True,21.734693877551024,20.4867,69.0,20.374592800000002
2638,2011-04-24,spring,2011,April,19,False,Sunday,False,C,0.6,0.5606,0.83,0.2836,62,132,194,True,19.816326530612244,18.3482,83.0,35.1902224
2639,2011-04-24,spring,2011,April,20,False,Sunday,False,C,0.6,0.5606,0.83,0.2836,34,71,105,True,19.816326530612244,18.3482,83.0,35.1902224
2640,2011-04-24,spring,2011,April,21,False,Sunday,False,C,0.54,0.5152,0.94,0.1642,8,53,61,True,16.93877551020408,16.2144,94.0,20.374592800000002
2641,2011-04-24,spring,2011,April,22,False,Sunday,False,C,0.54,0.5152,1.0,0.1642,5,40,45,True,16.93877551020408,16.2144,100.0,20.374592800000002
2642,2011-04-24,spring,2011,April,23,False,Sunday,False,C,0.54,0.5152,1.0,0.0896,5,37,42,True,16.93877551020408,16.2144,100.0,11.1179264
2643,2011-04-25,spring,2011,April,0,False,Monday,True,C,0.52,0.5,1.0,0.0,2,10,12,False,15.979591836734697,15.5,100.0,0.0
2644,2011-04-25,spring,2011,April,1,False,Monday,True,A,0.54,0.5152,1.0,0.0896,2,8,10,False,16.93877551020408,16.2144,100.0,11.1179264
2645,2011-04-25,spring,2011,April,2,False,Monday,True,A,0.54,0.5152,1.0,0.0896,1,9,10,False,16.93877551020408,16.2144,100.0,11.1179264
2646,2011-04-25,spring,2011,April,3,False,Monday,True,B,0.5,0.4848,1.0,0.1045,2,8,10,False,15.020408163265307,14.785599999999999,100.0,12.966778000000001
2647,2011-04-25,spring,2011,April,4,False,Monday,True,B,0.52,0.5,1.0,0.0,1,4,5,False,15.979591836734697,15.5,100.0,0.0
2648,2011-04-25,spring,2011,April,5,False,Monday,True,B,0.46,0.4545,1.0,0.0,3,14,17,False,13.10204081632653,13.3615,100.0,0.0
2649,2011-04-25,spring,2011,April,6,False,Monday,True,B,0.5,0.4848,1.0,0.0,7,59,66,False,15.020408163265307,14.785599999999999,100.0,0.0
2650,2011-04-25,spring,2011,April,7,False,Monday,True,B,0.52,0.5,1.0,0.0896,13,183,196,False,15.979591836734697,15.5,100.0,11.1179264
2651,2011-04-25,spring,2011,April,8,False,Monday,True,A,0.56,0.5303,0.88,0.1045,27,326,353,False,17.89795918367347,16.9241,88.0,12.966778000000001
2652,2011-04-25,spring,2011,April,9,False,Monday,True,A,0.6,0.5606,0.83,0.1343,27,147,174,False,19.816326530612244,18.3482,83.0,16.6644812
2653,2011-04-25,spring,2011,April,10,False,Monday,True,A,0.64,0.6061,0.73,0.2239,61,64,125,False,21.734693877551024,20.4867,73.0,27.7824076
2654,2011-04-25,spring,2011,April,11,False,Monday,True,A,0.64,0.6061,0.73,0.2239,53,94,147,False,21.734693877551024,20.4867,73.0,27.7824076
2655,2011-04-25,spring,2011,April,12,False,Monday,True,A,0.66,0.6212,0.74,0.2537,48,140,188,False,22.693877551020414,21.196399999999997,74.0,31.4801108
2656,2011-04-25,spring,2011,April,13,False,Monday,True,A,0.7,0.6515,0.65,0.2239,57,146,203,False,24.61224489795918,22.6205,65.0,27.7824076
2657,2011-04-25,spring,2011,April,14,False,Monday,True,A,0.72,0.6667,0.54,0.2239,47,99,146,False,25.57142857142857,23.334899999999998,54.0,27.7824076
2658,2011-04-25,spring,2011,April,15,False,Monday,True,A,0.74,0.6667,0.51,0.2239,50,125,175,False,26.53061224489796,23.334899999999998,51.0,27.7824076
2659,2011-04-25,spring,2011,April,16,False,Monday,True,A,0.7,0.6515,0.54,0.3582,41,198,239,False,24.61224489795918,22.6205,54.0,44.4468888
2660,2011-04-25,spring,2011,April,17,False,Monday,True,A,0.7,0.6515,0.54,0.2985,80,441,521,False,24.61224489795918,22.6205,54.0,37.039074
2661,2011-04-25,spring,2011,April,18,False,Monday,True,A,0.68,0.6364,0.57,0.3582,74,425,499,False,23.653061224489797,21.9108,56.99999999999999,44.4468888
2662,2011-04-25,spring,2011,April,19,False,Monday,True,A,0.66,0.6212,0.57,0.3284,62,320,382,False,22.693877551020414,21.196399999999997,56.99999999999999,40.749185600000004
2663,2011-04-25,spring,2011,April,20,False,Monday,True,A,0.66,0.6212,0.61,0.2836,42,195,237,False,22.693877551020414,21.196399999999997,61.0,35.1902224
2664,2011-04-25,spring,2011,April,21,False,Monday,True,A,0.62,0.6061,0.69,0.2537,41,149,190,False,20.775510204081634,20.4867,69.0,31.4801108
2665,2011-04-25,spring,2011,April,22,False,Monday,True,A,0.6,0.5909,0.73,0.2985,23,83,106,False,19.816326530612244,19.772299999999998,73.0,37.039074
2666,2011-04-25,spring,2011,April,23,False,Monday,True,A,0.58,0.5455,0.78,0.2836,9,53,62,False,18.857142857142854,17.6385,78.0,35.1902224
2667,2011-04-26,spring,2011,April,0,False,Tuesday,True,A,0.62,0.6061,0.69,0.2836,10,17,27,False,20.775510204081634,20.4867,69.0,35.1902224
2668,2011-04-26,spring,2011,April,1,False,Tuesday,True,A,0.62,0.5909,0.73,0.2836,16,5,21,False,20.775510204081634,19.772299999999998,73.0,35.1902224
2669,2011-04-26,spring,2011,April,2,False,Tuesday,True,A,0.56,0.5303,0.83,0.3284,17,9,26,False,17.89795918367347,16.9241,83.0,40.749185600000004
2670,2011-04-26,spring,2011,April,3,False,Tuesday,True,A,0.54,0.5152,0.88,0.2836,17,4,21,False,16.93877551020408,16.2144,88.0,35.1902224
2671,2011-04-26,spring,2011,April,4,False,Tuesday,True,A,0.56,0.5303,0.83,0.2537,2,4,6,False,17.89795918367347,16.9241,83.0,31.4801108
2672,2011-04-26,spring,2011,April,5,False,Tuesday,True,A,0.54,0.5152,0.88,0.2537,0,16,16,False,16.93877551020408,16.2144,88.0,31.4801108
2673,2011-04-26,spring,2011,April,6,False,Tuesday,True,A,0.56,0.5303,0.88,0.2239,0,80,80,False,17.89795918367347,16.9241,88.0,27.7824076
2674,2011-04-26,spring,2011,April,7,False,Tuesday,True,A,0.58,0.5455,0.83,0.2985,16,254,270,False,18.857142857142854,17.6385,83.0,37.039074
2675,2011-04-26,spring,2011,April,8,False,Tuesday,True,A,0.58,0.5455,0.83,0.2985,32,417,449,False,18.857142857142854,17.6385,83.0,37.039074
2676,2011-04-26,spring,2011,April,9,False,Tuesday,True,A,0.64,0.6061,0.73,0.3582,35,164,199,False,21.734693877551024,20.4867,73.0,44.4468888
2677,2011-04-26,spring,2011,April,10,False,Tuesday,True,A,0.66,0.6212,0.69,0.3582,22,98,120,False,22.693877551020414,21.196399999999997,69.0,44.4468888
2678,2011-04-26,spring,2011,April,11,False,Tuesday,True,A,0.68,0.6364,0.65,0.3881,40,132,172,False,23.653061224489797,21.9108,65.0,48.1570004
2679,2011-04-26,spring,2011,April,12,False,Tuesday,True,A,0.7,0.6515,0.61,0.4179,40,146,186,False,24.61224489795918,22.6205,61.0,51.8547036
2680,2011-04-26,spring,2011,April,13,False,Tuesday,True,A,0.74,0.6667,0.51,0.4478,37,139,176,False,26.53061224489796,23.334899999999998,51.0,55.5648152
2681,2011-04-26,spring,2011,April,14,False,Tuesday,True,A,0.72,0.6667,0.58,0.3284,40,115,155,False,25.57142857142857,23.334899999999998,57.99999999999999,40.749185600000004
2682,2011-04-26,spring,2011,April,15,False,Tuesday,True,A,0.7,0.6515,0.61,0.3582,34,119,153,False,24.61224489795918,22.6205,61.0,44.4468888
2683,2011-04-26,spring,2011,April,16,False,Tuesday,True,A,0.7,0.6515,0.58,0.3881,40,251,291,False,24.61224489795918,22.6205,57.99999999999999,48.1570004
2684,2011-04-26,spring,2011,April,17,False,Tuesday,True,A,0.68,0.6364,0.61,0.3582,66,455,521,False,23.653061224489797,21.9108,61.0,44.4468888
2685,2011-04-26,spring,2011,April,18,False,Tuesday,True,A,0.68,0.6364,0.65,0.4478,65,463,528,False,23.653061224489797,21.9108,65.0,55.5648152
2686,2011-04-26,spring,2011,April,19,False,Tuesday,True,A,0.64,0.6061,0.73,0.4179,42,286,328,False,21.734693877551024,20.4867,73.0,51.8547036
2687,2011-04-26,spring,2011,April,20,False,Tuesday,True,A,0.64,0.6061,0.73,0.3582,35,199,234,False,21.734693877551024,20.4867,73.0,44.4468888
2688,2011-04-26,spring,2011,April,21,False,Tuesday,True,A,0.62,0.5909,0.78,0.2836,33,162,195,False,20.775510204081634,19.772299999999998,78.0,35.1902224
2689,2011-04-26,spring,2011,April,22,False,Tuesday,True,B,0.6,0.5606,0.83,0.19399999999999998,32,116,148,False,19.816326530612244,18.3482,83.0,24.072296
2690,2011-04-26,spring,2011,April,23,False,Tuesday,True,B,0.6,0.5606,0.83,0.2239,7,71,78,False,19.816326530612244,18.3482,83.0,27.7824076
2691,2011-04-27,spring,2011,April,0,False,Wednesday,True,A,0.6,0.5606,0.83,0.2239,3,24,27,False,19.816326530612244,18.3482,83.0,27.7824076
2692,2011-04-27,spring,2011,April,1,False,Wednesday,True,A,0.6,0.5606,0.83,0.2537,2,15,17,False,19.816326530612244,18.3482,83.0,31.4801108
2693,2011-04-27,spring,2011,April,2,False,Wednesday,True,A,0.58,0.5455,0.88,0.2537,0,5,5,False,18.857142857142854,17.6385,88.0,31.4801108
2694,2011-04-27,spring,2011,April,3,False,Wednesday,True,B,0.58,0.5455,0.88,0.2836,3,4,7,False,18.857142857142854,17.6385,88.0,35.1902224
2695,2011-04-27,spring,2011,April,4,False,Wednesday,True,A,0.56,0.5303,0.94,0.2239,0,6,6,False,17.89795918367347,16.9241,94.0,27.7824076
2696,2011-04-27,spring,2011,April,5,False,Wednesday,True,B,0.56,0.5303,0.94,0.2537,1,16,17,False,17.89795918367347,16.9241,94.0,31.4801108
2697,2011-04-27,spring,2011,April,6,False,Wednesday,True,A,0.56,0.5303,0.94,0.2537,5,79,84,False,17.89795918367347,16.9241,94.0,31.4801108
2698,2011-04-27,spring,2011,April,7,False,Wednesday,True,B,0.58,0.5455,0.88,0.2836,17,229,246,False,18.857142857142854,17.6385,88.0,35.1902224
2699,2011-04-27,spring,2011,April,8,False,Wednesday,True,B,0.58,0.5455,0.88,0.3284,31,413,444,False,18.857142857142854,17.6385,88.0,40.749185600000004
2700,2011-04-27,spring,2011,April,9,False,Wednesday,True,B,0.6,0.5455,0.88,0.4179,20,161,181,False,19.816326530612244,17.6385,88.0,51.8547036
2701,2011-04-27,spring,2011,April,10,False,Wednesday,True,B,0.62,0.5758,0.83,0.2836,26,66,92,False,20.775510204081634,19.0626,83.0,35.1902224
